Voyage_ID,Vessel_IMO,Departure_Port,Arrival_Port,Distance_NM,Travel_Time_Hours,Average_Speed,Cargo_Weight,Fuel_Consumed,Arrival_Delay
VOY-10731,9800060,Port of Busan,Jawaharlal Nehru Port (JNPT),3889.9,290.3,13.4,42200.0,158.93,12.0
VOY-10732,9800060,Port of Tangier Med,Port of Busan,7302.4,493.4,14.8,40500.0,355.86,24.0
VOY-10733,9800060,Port of Klang,Port of Jebel Ali (Dubai),3729.3,274.2,13.6,35200.0,138.4,1.5
VOY-10734,9800060,Port of Valencia,Port of Algeciras,391.2,27.4,14.3,41400.0,17.56,0.0
VOY-10735,9800060,Port of Los Angeles,Jawaharlal Nehru Port (JNPT),9473.8,696.6,13.6,45400.0,422.62,24.0
VOY-10736,9800060,King Abdullah Port,Port of Houston,8390.9,552.0,15.2,32900.0,383.42,1.5
VOY-10737,9800061,Port of Colombo,Port of Shanghai,3437.3,242.1,14.2,30900.0,128.74,0.0
VOY-10738,9800061,Port of Klang,Port of Le Havre,7130.1,589.3,12.1,32500.0,187.08,0.0
VOY-10739,9800061,Port of Port Said,Port of Ningbo-Zhoushan,5586.7,399.1,14.0,35600.0,211.41,0.0
VOY-10740,9800061,Port of Antwerp-Bruges,Port of Savannah,4719.8,368.7,12.8,34000.0,138.51,1.5
VOY-10741,9800061,King Abdullah Port,Port of Tanjung Pelepas,4950.6,405.8,12.2,25000.0,123.05,24.0
VOY-10742,9800061,Port of Long Beach,Port of Salalah,9662.2,721.1,13.4,29400.0,311.75,0.0
VOY-10743,9800061,King Abdullah Port,Port of Busan,5795.9,435.8,13.3,29000.0,175.42,0.0
VOY-10744,9800061,Port of Melbourne,Port of Singapore,4087.3,307.3,13.3,33000.0,129.83,6.5
VOY-10745,9800061,Port of Port Said,Port of Savannah,6805.7,479.3,14.2,32300.0,266.18,3.0
VOY-10746,9800061,Port of Tokyo,Port of Colon (Panama),9122.0,696.3,13.1,26800.0,273.01,0.0
VOY-10747,9800061,Port of Le Havre,Port of Shanghai,6301.6,453.4,13.9,28200.0,213.52,3.0
VOY-10748,9800061,Port of Kaohsiung,Port of Los Angeles,7561.4,577.2,13.1,29700.0,242.62,1.5
VOY-10749,9800061,Port of Tokyo,Port of Genoa,6627.1,526.0,12.6,23900.0,165.68,1.5
VOY-10750,9800061,Port of Port Said,Port of Hong Kong,5403.9,415.7,13.0,35700.0,179.02,0.0
VOY-10751,9800062,Port of Vancouver,Port of Houston,2151.9,125.1,17.2,169900.0,1075.64,6.5
VOY-10752,9800062,Port of Antwerp-Bruges,Port of Colon (Panama),5940.8,335.6,17.7,160200.0,2958.05,0.0
VOY-10753,9800062,Port of Felixstowe,Port of Tanjung Pelepas,7234.7,413.4,17.5,150200.0,3224.43,24.0
VOY-10754,9800062,Port of Yokohama,Port of Genoa,6641.4,355.2,18.7,180200.0,3678.38,0.0
VOY-10755,9800062,Port of Kaohsiung,Port of Chennai,2938.2,161.4,18.2,172900.0,1509.88,12.0
VOY-10756,9800062,Port of Rotterdam,Port of Jebel Ali (Dubai),3493.8,179.2,19.5,165900.0,2179.55,24.0
VOY-10757,9800062,Port of Shenzhen,Port of Santos,12153.8,690.6,17.6,150500.0,5695.54,6.5
VOY-10758,9800062,Port of Colombo,Port of Busan,3990.1,213.4,18.7,149300.0,2128.1,6.5
VOY-10759,9800062,Port of Melbourne,Port of Buenos Aires,7836.0,425.9,18.4,182900.0,4684.69,0.0
VOY-10760,9800062,Port of Genoa,Jawaharlal Nehru Port (JNPT),4386.0,241.0,18.2,125800.0,2054.42,6.5
VOY-10761,9800062,Port of New York & New Jersey,Port of Durban,8982.2,531.5,16.9,157700.0,3919.97,12.0
VOY-10762,9800062,Port of Kaohsiung,Port of Piraeus,6097.5,314.3,19.4,134700.0,3246.48,24.0
VOY-10763,9800062,Port of Felixstowe,Jawaharlal Nehru Port (JNPT),4796.8,260.7,18.4,175000.0,2828.64,24.0
VOY-10764,9800063,Port of Hong Kong,Port of Tanjung Pelepas,1753.5,104.4,16.8,113000.0,633.99,0.0
VOY-10765,9800063,Port of Tangier Med,Port of Durban,5566.5,343.6,16.2,134400.0,2196.62,0.0
VOY-10766,9800063,Port of Tanjung Pelepas,Port of Colon (Panama),12664.1,699.7,18.1,119700.0,5880.46,0.0
VOY-10767,9800063,Port of Houston,Port of Klang,10771.3,579.1,18.6,95200.0,4837.25,0.0
VOY-10768,9800063,Port of Piraeus,Port of Algeciras,1741.6,95.2,18.3,134400.0,873.34,0.0
VOY-10769,9800063,Port of Shenzhen,Port of Los Angeles,7869.7,439.6,17.9,104400.0,3389.04,0.0
VOY-10770,9800063,Port of Algeciras,Port of Santos,5360.8,297.8,18.0,104900.0,2204.36,12.0
VOY-10771,9800063,King Abdullah Port,Port of Durban,3975.2,210.3,18.9,137900.0,2070.36,6.5
VOY-10772,9800063,Port of Ningbo-Zhoushan,Port of Felixstowe,6222.0,353.5,17.6,115900.0,2670.78,1.5
VOY-10773,9800063,Port of Melbourne,Port of Antwerp-Bruges,11207.0,651.6,17.2,115200.0,4671.09,24.0
VOY-10774,9800063,Port of Mundra,Port of Tokyo,4586.6,247.9,18.5,134000.0,2365.79,1.5
VOY-10775,9800063,Port of Tokyo,Port of Rotterdam,6307.4,368.9,17.1,124100.0,2659.21,6.5
VOY-10776,9800063,Port of Genoa,Port of Ningbo-Zhoushan,6278.8,365.0,17.2,124600.0,2635.29,1.5
VOY-10777,9800064,Port of Jebel Ali (Dubai),Port of Colombo,2237.6,131.6,17.0,72200.0,606.09,1.5
VOY-10778,9800064,Port of Tokyo,Port of Busan,647.5,36.2,17.9,70400.0,192.63,0.0
VOY-10779,9800064,Port of Port Said,Port of Tokyo,6342.7,326.9,19.4,89800.0,2673.93,6.5
VOY-10780,9800064,Port of Shenzhen,Port of Melbourne,5027.1,276.2,18.2,91400.0,1687.47,12.0
VOY-10781,9800064,Port of Vancouver,Port of Durban,11439.9,669.0,17.1,62000.0,2960.56,24.0
VOY-10782,9800064,Port of Cape Town,Port of Genoa,5914.2,316.3,18.7,87800.0,2065.78,3.0
VOY-10783,9800064,Port of Tangier Med,Port of Jebel Ali (Dubai),3940.7,217.7,18.1,76700.0,1217.95,24.0
VOY-10784,9800064,Port of Colon (Panama),Port of Salalah,9560.2,562.4,17.0,84400.0,2708.6,12.0
VOY-10785,9800064,Port of Le Havre,King Abdullah Port,3057.3,156.0,19.6,62900.0,1008.42,0.0
VOY-10786,9800064,Port of Cape Town,Port of Rotterdam,6508.0,351.8,18.5,84300.0,2275.44,1.5
VOY-10787,9800064,Port of Yokohama,Port of Hamburg,6073.8,323.1,18.8,76200.0,2074.0,0.0
VOY-10788,9800064,Port of Durban,Port of Tanjung Pelepas,5674.7,297.1,19.1,68100.0,1908.02,1.5
VOY-10789,9800064,Port of Ningbo-Zhoushan,Port of Klang,2473.5,132.3,18.7,63600.0,774.6,3.0
VOY-10790,9800064,Port of Port Said,Port of Kaohsiung,5768.9,287.0,20.1,67800.0,2068.33,0.0
VOY-10791,9800065,Port of Valencia,Port of Busan,6903.8,413.4,16.7,49900.0,1429.94,1.5
VOY-10792,9800065,Port of Buenos Aires,Port of Le Havre,7412.3,423.6,17.5,38300.0,1525.67,1.5
VOY-10793,9800065,King Abdullah Port,Port of Salalah,1132.8,64.7,17.5,54100.0,284.86,12.0
VOY-10794,9800065,Port of Sydney,Port of Yokohama,5265.0,327.0,16.1,50000.0,1023.62,3.0
VOY-10795,9800065,Port of Port Said,Port of Hong Kong,5403.9,303.6,17.8,47200.0,1318.93,0.0
VOY-10796,9800065,Port of Le Havre,Port of Busan,6305.7,384.5,16.4,44300.0,1285.76,0.0
VOY-10797,9800065,Port of Busan,Port of Houston,7710.9,450.9,17.1,45600.0,1662.74,3.0
VOY-10798,9800065,Port of Tokyo,Port of Chennai,4327.0,248.7,17.4,43600.0,915.24,24.0
VOY-10799,9800065,Port of Algeciras,Port of Shenzhen,7364.3,428.2,17.2,42700.0,1558.39,24.0
VOY-10800,9800065,Port of Genoa,Port of Salalah,3499.8,230.3,15.2,57000.0,663.98,0.0
VOY-10801,9800065,Port of Vancouver,Port of Piraeus,6600.9,412.6,16.0,50100.0,1250.32,1.5
VOY-10802,9800065,Port of Shanghai,Port of Tanjung Pelepas,2577.4,157.2,16.4,54200.0,542.58,0.0
VOY-10803,9800065,Port of Colon (Panama),Port of Port Said,7771.5,462.6,16.8,51400.0,1641.19,1.5
VOY-10804,9800066,Port of Algeciras,Port of Genoa,1029.4,66.4,15.5,28200.0,103.09,12.0
VOY-10805,9800066,Port of Felixstowe,Port of Le Havre,194.5,11.5,16.9,21700.0,22.09,12.0
VOY-10806,9800066,Port of Mundra,Port of Jebel Ali (Dubai),1017.1,69.2,14.7,32100.0,93.32,0.0
VOY-10807,9800066,Port of Klang,Port of Chennai,1740.9,116.1,15.0,28100.0,155.86,1.5
VOY-10808,9800066,Port of Genoa,Port of Le Havre,591.7,37.4,15.8,31400.0,65.98,0.0
VOY-10809,9800066,Port of Tokyo,Port of Long Beach,5967.6,359.5,16.6,28400.0,688.56,3.0
VOY-10810,9800066,Port of Jebel Ali (Dubai),Port of Piraeus,2218.1,151.9,14.6,24900.0,189.52,1.5
VOY-10811,9800066,Port of Mundra,Port of Hamburg,4049.6,281.2,14.4,25000.0,328.01,6.5
VOY-10812,9800066,Port of Le Havre,King Abdullah Port,3057.3,209.4,14.6,30500.0,295.98,0.0
VOY-10813,9800066,Port of Santos,Port of Algeciras,5360.8,359.8,14.9,29900.0,509.31,0.0
VOY-10814,9800066,Port of Colon (Panama),Port of Buenos Aires,3636.8,221.8,16.4,25600.0,415.93,12.0
VOY-10815,9800066,Port of Cape Town,Port of Tangier Med,5501.4,361.9,15.2,28000.0,512.87,0.0
VOY-10816,9800066,Port of New York & New Jersey,Port of Genoa,4388.7,286.8,15.3,31300.0,474.93,3.0
VOY-10817,9800067,Port of Ningbo-Zhoushan,Port of Shanghai,102.3,7.2,14.3,15400.0,16.31,6.5
VOY-10818,9800067,Port of Singapore,Port of Sydney,4251.4,270.8,15.7,12500.0,675.55,1.5
VOY-10819,9800067,Port of Jebel Ali (Dubai),Port of Salalah,609.9,37.6,16.2,12100.0,108.0,24.0
VOY-10820,9800067,Port of Tanjung Pelepas,Port of Sydney,4271.8,282.9,15.1,13600.0,694.07,3.0
VOY-10821,9800067,Port of Long Beach,Port of Mundra,9223.2,565.8,16.3,11100.0,1660.45,3.0
VOY-10822,9800067,Port of Algeciras,Port of Hong Kong,7381.7,502.2,14.7,13400.0,1126.37,1.5
VOY-10823,9800067,Port of Tanjung Pelepas,Port of Hamburg,6830.7,487.9,14.0,12100.0,916.02,24.0
VOY-10824,9800067,Port of Savannah,Port of Los Angeles,2333.0,152.5,15.3,12500.0,351.18,0.0
VOY-10825,9800067,Port of Salalah,Port of Singapore,3861.2,252.4,15.3,12300.0,604.18,12.0
VOY-10826,9800067,Port of Le Havre,Port of Tokyo,6574.0,435.4,15.1,11000.0,958.37,6.5
VOY-10827,9800067,Port of Houston,Port of Shenzhen,9046.1,650.8,13.9,14700.0,1279.06,1.5
VOY-10828,9800067,Port of Hong Kong,King Abdullah Port,5144.9,359.8,14.3,11200.0,639.58,0.0
VOY-10829,9800067,Port of Colombo,Port of Chennai,463.0,31.1,14.9,13600.0,69.72,0.0
VOY-10830,9800067,Port of Singapore,Port of New York & New Jersey,10353.3,655.3,15.8,11100.0,1652.69,0.0
VOY-10831,9800068,Port of Piraeus,Port of Tangier Med,1748.8,120.6,14.5,234100.0,1538.52,24.0
VOY-10832,9800068,Port of Shenzhen,Port of Felixstowe,6400.3,432.5,14.8,256400.0,6058.82,12.0
VOY-10833,9800068,Port of Buenos Aires,Port of Melbourne,7836.0,567.8,13.8,271800.0,6657.61,3.0
VOY-10834,9800068,Port of Sydney,Port of Melbourne,481.5,36.5,13.2,195900.0,321.16,0.0
VOY-10835,9800068,Port of Sydney,Port of Houston,9326.7,652.2,14.3,225500.0,8330.45,6.5
VOY-10836,9800068,Port of Shanghai,Port of Rotterdam,6025.3,388.7,15.5,206200.0,5842.25,0.0
VOY-10837,9800068,Port of Tokyo,Port of Salalah,5761.2,379.0,15.2,195300.0,5300.66,0.0
VOY-10838,9800068,Port of Tokyo,Port of Rotterdam,6307.4,470.7,13.4,223900.0,4864.01,0.0
VOY-10839,9800068,Port of Shanghai,Port of Tokyo,1184.0,75.4,15.7,232000.0,1342.6,1.5
VOY-10840,9800068,Port of Savannah,Port of Tanjung Pelepas,10977.6,813.2,13.5,276100.0,9213.32,0.0
VOY-10841,9800068,Port of Rotterdam,Port of Chennai,5328.4,346.0,15.4,250100.0,5538.77,0.0
VOY-10842,9800068,Port of Shenzhen,Port of Valencia,6974.9,491.2,14.2,256700.0,6128.24,0.0
VOY-10843,9800068,Port of Busan,Port of Yokohama,646.9,42.8,15.1,217700.0,610.53,1.5
VOY-10844,9800068,Port of Colon (Panama),Port of Tokyo,9122.0,665.8,13.7,255400.0,7663.84,12.0
VOY-10845,9800069,Jawaharlal Nehru Port (JNPT),Port of Kaohsiung,3320.3,240.6,13.8,126500.0,289.57,12.0
VOY-10846,9800069,Port of Salalah,Port of Antwerp-Bruges,3903.5,289.1,13.5,112000.0,312.03,3.0
VOY-10847,9800069,King Abdullah Port,Port of Cape Town,4487.4,313.8,14.3,136100.0,429.11,12.0
VOY-10848,9800069,Port of Le Havre,Port of Melbourne,11433.5,822.6,13.9,133800.0,1092.02,6.5
VOY-10849,9800069,Port of Mundra,Port of Le Havre,4484.0,297.0,15.1,128400.0,484.14,1.5
VOY-10850,9800069,Port of Jebel Ali (Dubai),Port of Colon (Panama),9326.5,638.8,14.6,127800.0,902.54,24.0
VOY-10851,9800069,Port of Chennai,Port of Hamburg,5090.6,358.5,14.2,135200.0,487.66,0.0
VOY-10852,9800069,Port of Algeciras,Port of Piraeus,1741.6,123.5,14.1,113400.0,159.84,3.0
VOY-10853,9800069,Port of New York & New Jersey,Port of Algeciras,3941.4,252.7,15.6,115300.0,419.94,0.0
VOY-10854,9800069,Port of Cape Town,Port of Felixstowe,6543.0,457.6,14.3,102200.0,562.84,6.5
VOY-10855,9800070,Port of Mundra,Port of Piraeus,3153.0,216.0,14.6,86800.0,666.81,24.0
VOY-10856,9800070,Port of Jebel Ali (Dubai),Port of Piraeus,2218.1,163.1,13.6,74400.0,377.3,1.5
VOY-10857,9800070,Port of Santos,Port of Buenos Aires,1120.7,78.4,14.3,86900.0,234.12,6.5
VOY-10858,9800070,Port of Mundra,Port of Tanjung Pelepas,2945.4,221.5,13.3,92600.0,565.8,12.0
VOY-10859,9800070,Port of New York & New Jersey,Port of Buenos Aires,5754.7,442.7,13.0,67400.0,873.79,0.0
VOY-10860,9800070,Port of Port Said,Port of Los Angeles,8204.1,558.1,14.7,86800.0,1816.71,1.5
VOY-10861,9800070,Port of Tangier Med,Port of Santos,5344.2,361.1,14.8,74600.0,1084.32,3.0
VOY-10862,9800070,Port of Felixstowe,Port of Santos,6499.9,485.1,13.4,88500.0,1172.07,0.0
VOY-10863,9800070,Port of Felixstowe,Port of Tokyo,6385.9,473.0,13.5,81600.0,1128.79,24.0
VOY-10864,9800070,Port of Buenos Aires,Port of Tangier Med,6455.2,489.0,13.2,83900.0,1184.39,0.0
VOY-10865,9800070,Port of Felixstowe,Port of Tokyo,6385.9,476.6,13.4,71400.0,1122.95,0.0
VOY-10866,9800071,Port of Piraeus,Port of Houston,6870.1,480.4,14.3,41000.0,1803.2,1.5
VOY-10867,9800071,Port of Shanghai,Port of New York & New Jersey,8003.8,548.2,14.6,37600.0,2177.43,24.0
VOY-10868,9800071,Port of Kaohsiung,Port of Singapore,2000.8,133.4,15.0,34500.0,567.82,24.0
VOY-10869,9800071,Port of Santos,Port of Shanghai,12532.8,895.2,14.0,32400.0,3025.99,1.5
VOY-10870,9800071,Port of Yokohama,Port of Klang,3601.1,238.5,15.1,45300.0,1159.49,1.5
VOY-10871,9800071,Port of Buenos Aires,King Abdullah Port,8139.8,557.5,14.6,37100.0,2147.29,3.0
VOY-10872,9800071,Port of Tanjung Pelepas,Port of Buenos Aires,10711.9,709.4,15.1,40000.0,3230.55,3.0
VOY-10873,9800071,Port of Hamburg,Port of Piraeus,1367.1,103.6,13.2,42800.0,330.11,24.0
VOY-10874,9800071,Port of Klang,Port of Buenos Aires,10749.5,726.3,14.8,39300.0,3271.32,0.0
VOY-10875,9800071,Jawaharlal Nehru Port (JNPT),Port of Piraeus,3503.7,238.3,14.7,34300.0,976.2,0.0
VOY-10876,9800072,Port of Yokohama,Port of Sydney,5265.0,297.5,17.7,14900.0,522.31,3.0
VOY-10877,9800072,Port of Colon (Panama),Port of Los Angeles,3212.8,200.8,16.0,13300.0,261.43,0.0
VOY-10878,9800072,Port of Felixstowe,Port of Santos,6499.9,396.3,16.4,12800.0,522.48,0.0
VOY-10879,9800072,Port of Tokyo,Port of Algeciras,7594.6,471.7,16.1,12900.0,601.64,0.0
VOY-10880,9800072,Port of Yokohama,Port of Piraeus,6431.7,355.3,18.1,12400.0,626.29,0.0
VOY-10881,9800072,Port of Hong Kong,Port of Melbourne,5008.6,305.4,16.4,12500.0,382.53,24.0
VOY-10882,9800072,Port of Felixstowe,Port of Long Beach,5953.4,334.5,17.8,12100.0,558.75,0.0
VOY-10883,9800072,Port of Salalah,Port of Ningbo-Zhoushan,4689.2,256.2,18.3,14000.0,501.4,0.0
VOY-10884,9800072,Port of Shenzhen,Port of Busan,1365.6,74.2,18.4,13700.0,137.97,0.0
VOY-10885,9800072,Port of Colombo,Port of Vancouver,9029.7,564.4,16.0,13200.0,730.88,0.0
VOY-10886,9800072,Port of Shanghai,Port of Shenzhen,818.9,44.7,18.3,14600.0,91.77,0.0
VOY-10887,9800072,Port of Tanjung Pelepas,Port of Savannah,10977.6,627.3,17.5,15900.0,1162.03,0.0
VOY-10888,9800072,Port of Piraeus,Port of Vancouver,6600.9,351.1,18.8,15200.0,722.34,0.0
VOY-10889,9800072,Port of Mundra,Port of Salalah,1192.1,73.6,16.2,16300.0,107.67,3.0
VOY-10890,9800072,Port of Houston,Port of Antwerp-Bruges,5468.4,327.4,16.7,12400.0,425.93,0.0
VOY-10891,9800073,Port of Rotterdam,Port of Melbourne,11193.5,717.5,15.6,8100.0,647.17,0.0
VOY-10892,9800073,Port of New York & New Jersey,Port of Buenos Aires,5754.7,366.5,15.7,11500.0,396.39,0.0
VOY-10893,9800073,Port of Rotterdam,Port of Long Beach,6059.9,386.0,15.7,10700.0,387.89,24.0
VOY-10894,9800073,Port of Yokohama,Jawaharlal Nehru Port (JNPT),4536.4,252.0,18.0,11000.0,392.93,3.0
VOY-10895,9800073,Port of Shanghai,Port of Klang,2550.6,156.5,16.3,9700.0,184.73,0.0
VOY-10896,9800073,Port of Savannah,Port of Santos,4888.8,274.7,17.8,8200.0,357.74,0.0
VOY-10897,9800073,Port of Vancouver,Port of Los Angeles,1197.1,66.9,17.9,9100.0,93.72,24.0
VOY-10898,9800073,Port of Busan,Port of Durban,8459.3,528.7,16.0,9600.0,584.89,6.5
VOY-10899,9800073,Port of New York & New Jersey,Port of Algeciras,3941.4,241.8,16.3,9600.0,275.41,1.5
VOY-10900,9800073,Port of Santos,Port of Hong Kong,12158.9,784.4,15.5,10400.0,766.96,0.0
VOY-10901,9800073,Port of Algeciras,Port of Yokohama,7609.6,429.9,17.7,11900.0,668.59,0.0
VOY-10902,9800074,Port of Hamburg,Port of Salalah,3750.4,238.9,15.7,18600.0,805.13,6.5
VOY-10903,9800074,Jawaharlal Nehru Port (JNPT),Port of Antwerp-Bruges,4651.6,342.0,13.6,23400.0,847.28,0.0
VOY-10904,9800074,Port of Algeciras,Port of Busan,7285.3,502.4,14.5,20200.0,1395.51,0.0
VOY-10905,9800074,Port of Rotterdam,Port of Sydney,11264.6,731.5,15.4,22500.0,2573.47,0.0
VOY-10906,9800074,Port of Singapore,Port of Klang,224.2,14.8,15.1,20500.0,49.11,0.0
VOY-10907,9800074,Port of Los Angeles,Port of Buenos Aires,6634.4,445.3,14.9,24400.0,1467.28,6.5
VOY-10908,9800074,Port of Le Havre,Port of Algeciras,1047.2,69.8,15.0,22600.0,245.46,1.5
VOY-10909,9800074,Port of Shenzhen,Port of Shanghai,818.9,56.9,14.4,23300.0,171.89,6.5
VOY-10910,9800074,Port of Le Havre,Port of Genoa,591.7,41.1,14.4,24000.0,122.67,6.5
VOY-10911,9800074,Port of Valencia,Port of Houston,5636.0,396.9,14.2,19300.0,1090.31,24.0
VOY-10912,9800075,Port of Hong Kong,Port of Los Angeles,7876.7,640.4,12.3,16200.0,146.93,6.5
VOY-10913,9800075,Port of Piraeus,Port of Valencia,1407.4,117.3,12.0,16100.0,22.68,0.0
VOY-10914,9800075,Port of Ningbo-Zhoushan,Port of Hong Kong,753.2,59.8,12.6,20300.0,16.88,0.0
VOY-10915,9800075,Port of Chennai,Port of Singapore,1963.2,138.3,14.2,16000.0,48.59,12.0
VOY-10916,9800075,Port of Sydney,Port of Colombo,5904.5,488.0,12.1,18200.0,108.66,0.0
VOY-10917,9800075,Port of Singapore,Port of Tangier Med,7864.4,553.8,14.2,16300.0,193.88,0.0
VOY-10918,9800075,Port of Jebel Ali (Dubai),Port of Tokyo,5372.1,410.1,13.1,17100.0,107.23,12.0
VOY-10919,9800075,Port of Kaohsiung,Port of Melbourne,4858.4,370.9,13.1,14200.0,92.45,0.0
VOY-10920,9800075,Port of Klang,Port of Chennai,1740.9,141.5,12.3,14500.0,28.67,0.0
VOY-10921,9800075,Port of Salalah,Port of Singapore,3861.2,292.5,13.2,16700.0,85.84,1.5
VOY-10922,9800075,Port of Hamburg,Port of Durban,6408.2,481.8,13.3,15500.0,125.68,0.0
VOY-10923,9800075,Port of Ningbo-Zhoushan,Port of Santos,12585.4,998.8,12.6,17600.0,238.07,6.5
VOY-10924,9800075,Port of Tokyo,Port of Yokohama,17.5,1.2,14.1,15800.0,0.38,6.5
VOY-10925,9800075,Port of Melbourne,Port of Rotterdam,11193.5,788.3,14.2,19900.0,319.34,0.0
VOY-10926,9800075,Port of Port Said,Port of Savannah,6805.7,511.7,13.3,19800.0,151.07,12.0
VOY-10927,9800076,Port of Yokohama,Port of Tangier Med,7627.7,479.7,15.9,34800.0,987.59,0.0
VOY-10928,9800076,Port of Durban,Port of Los Angeles,11536.0,749.1,15.4,26400.0,1215.47,0.0
VOY-10929,9800076,Port of Busan,Port of Shanghai,561.6,34.2,16.4,27400.0,63.65,6.5
VOY-10930,9800076,Port of Mundra,King Abdullah Port,2115.6,149.0,14.2,30400.0,197.4,0.0
VOY-10931,9800076,Port of Port Said,Port of Colombo,3794.9,256.4,14.8,33300.0,406.0,3.0
VOY-10932,9800076,Port of Tangier Med,Port of Klang,7640.4,492.9,15.5,28300.0,816.1,1.5
VOY-10933,9800076,Port of Shanghai,Port of Algeciras,7224.7,494.8,14.6,30500.0,734.12,0.0
VOY-10934,9800076,Port of Chennai,Port of Los Angeles,9753.2,629.2,15.5,36200.0,1181.28,0.0
VOY-10935,9800076,Port of Chennai,Port of Cape Town,5645.7,352.9,16.0,35500.0,688.34,1.5
VOY-10936,9800076,Port of Piraeus,Port of Durban,5114.8,330.0,15.5,30200.0,543.36,6.5
VOY-10937,9800076,Port of Hamburg,Port of New York & New Jersey,4137.4,257.0,16.1,33800.0,501.9,0.0
VOY-10938,9800076,Port of Vancouver,Port of Jebel Ali (Dubai),7932.0,547.0,14.5,37800.0,787.09,12.0
VOY-10939,9800077,Port of Le Havre,Port of Colon (Panama),5735.2,412.6,13.9,147000.0,1364.42,0.0
VOY-10940,9800077,Port of Savannah,Port of Durban,9212.8,644.3,14.3,132600.0,2214.02,0.0
VOY-10941,9800077,Port of Algeciras,Port of Antwerp-Bruges,1249.2,93.2,13.4,122200.0,253.83,3.0
VOY-10942,9800077,Port of Valencia,Port of Genoa,638.2,43.7,14.6,113500.0,147.44,24.0
VOY-10943,9800077,Port of Felixstowe,Port of Hong Kong,6418.6,439.6,14.6,132000.0,1643.16,3.0
VOY-10944,9800077,Port of Buenos Aires,Port of Santos,1120.7,89.7,12.5,128600.0,206.35,3.0
VOY-10945,9800077,Port of Melbourne,Port of Long Beach,8613.9,610.9,14.1,142900.0,2031.24,12.0
VOY-10946,9800077,Port of Salalah,Port of Jebel Ali (Dubai),609.9,46.6,13.1,151700.0,132.53,0.0
VOY-10947,9800077,Port of Rotterdam,Port of Singapore,7110.6,519.0,13.7,146200.0,1612.61,0.0
VOY-10948,9800077,Port of Colombo,Port of Sydney,5904.5,457.7,12.9,137200.0,1217.39,3.0
VOY-10949,9800077,Port of Hong Kong,Port of Los Angeles,7876.7,558.6,14.1,125900.0,1865.91,6.5
VOY-10950,9800077,Port of Mundra,Port of Piraeus,3153.0,228.5,13.8,127000.0,685.1,24.0
VOY-10951,9800077,Port of Salalah,Port of Buenos Aires,8836.0,605.2,14.6,130100.0,2319.2,12.0
VOY-10952,9800077,Port of Singapore,Port of Kaohsiung,2000.8,152.7,13.1,129300.0,379.77,1.5
VOY-10953,9800078,Port of Tanjung Pelepas,Port of Cape Town,6508.3,439.8,14.8,62900.0,1141.77,0.0
VOY-10954,9800078,Port of Chennai,Port of Hong Kong,2514.3,184.9,13.6,59600.0,382.29,12.0
VOY-10955,9800078,Port of Chennai,Port of Ningbo-Zhoushan,3123.7,231.4,13.5,68500.0,463.34,12.0
VOY-10956,9800078,Port of Piraeus,Port of Sydney,10348.7,685.3,15.1,63200.0,1970.0,24.0
VOY-10957,9800078,Port of Kaohsiung,Port of Tokyo,1597.0,113.3,14.1,69400.0,276.45,0.0
VOY-10958,9800078,Port of Shanghai,King Abdullah Port,5428.6,414.4,13.1,57800.0,761.34,0.0
VOY-10959,9800078,Port of Yokohama,Port of Hamburg,6073.8,418.9,14.5,60800.0,1078.15,12.0
VOY-10960,9800078,Port of Durban,Jawaharlal Nehru Port (JNPT),4754.3,339.6,14.0,70300.0,758.51,1.5
VOY-10961,9800078,Port of Klang,Port of Hamburg,6636.1,451.4,14.7,69900.0,1186.64,1.5
VOY-10962,9800078,Port of Buenos Aires,Port of Kaohsiung,12606.1,894.0,14.1,54000.0,1961.08,6.5
VOY-10963,9800078,Port of Singapore,Port of Sydney,4251.4,322.1,13.2,56700.0,582.56,0.0
VOY-10964,9800079,Port of Colon (Panama),Port of Mundra,10218.6,735.2,13.9,42300.0,1326.21,24.0
VOY-10965,9800079,Port of Durban,Port of New York & New Jersey,8982.2,712.9,12.6,39400.0,855.94,0.0
VOY-10966,9800079,Port of Sydney,Port of Buenos Aires,7965.1,568.9,14.0,46500.0,1067.81,0.0
VOY-10967,9800079,Port of Antwerp-Bruges,Port of Algeciras,1249.2,88.6,14.1,51300.0,185.66,0.0
VOY-10968,9800079,Port of Houston,Port of Valencia,5636.0,423.8,13.3,49800.0,670.3,24.0
VOY-10969,9800079,Port of Buenos Aires,Port of Cape Town,4636.7,322.0,14.4,40900.0,591.05,6.5
VOY-10970,9800079,Jawaharlal Nehru Port (JNPT),Port of Klang,2406.5,169.5,14.2,39800.0,308.48,24.0
VOY-10971,9800079,Port of Los Angeles,Port of Vancouver,1197.1,84.3,14.2,43700.0,160.35,24.0
VOY-10972,9800079,Port of Salalah,Port of Mundra,1192.1,88.3,13.5,53300.0,153.67,3.0
VOY-10973,9800079,Port of Hamburg,Port of Melbourne,10925.5,780.4,14.0,51700.0,1494.02,0.0
VOY-10974,9800080,Port of Genoa,Port of New York & New Jersey,4388.7,335.0,13.1,28500.0,130.59,0.0
VOY-10975,9800080,Port of Hamburg,Port of Sydney,10986.5,807.8,13.6,31200.0,384.87,0.0
VOY-10976,9800080,Port of Klang,Port of Shanghai,2550.6,183.5,13.9,25400.0,77.92,6.5
